Employee,Branch,Month,Product,Invested Assets,Fees,Commisions
500160,B0003,201903,Premium Savings Account,243930,21,767.5
500192,B0003,201903,Premium Savings Account,389352,170.5,1015.5
500024,B0003,201903,Premium Savings Account,279120.5,146,1086.5
500040,B0003,201903,Premium Savings Account,50131.5,204.5,613.5
500048,B0003,201903,Premium Savings Account,50555.5,206.5,805.5
500072,B0003,201903,Premium Savings Account,316985,67,1173.5
500088,B0003,201903,Premium Savings Account,48720,108.5,553.5
500096,B0003,201903,Premium Savings Account,51326.5,64,945.5
500104,B0003,201903,Premium Savings Account,391304,182.5,1021
500128,B0003,201903,Premium Savings Account,282203,123.5,4762.5
500144,B0003,201903,Premium Savings Account,108015.5,53,8.5
500080,B0003,201903,Premium Savings Account,434292.5,29,1146.5
500152,B0003,201903,Premium Savings Account,429998.5,212,1269
500168,B0003,201903,Premium Savings Account,164271.5,116.5,155.5
500184,B0003,201903,Premium Savings Account,352781.5,27,3610.5
500200,B0003,201903,Premium Savings Account,218911,162,1062
500041,B0004,201903,Premium Savings Account,253894,27,1312
500113,B0004,201903,Premium Savings Account,897999,378,5103
500145,B0004,201903,Premium Savings Account,118451,19,232
500153,B0004,201903,Premium Savings Account,893182,414,12177
500193,B0004,201903,Premium Savings Account,542128,461,630
500081,B0004,201903,Premium Savings Account,57347,226,1003
500089,B0004,201903,Premium Savings Account,76921,315,634
500177,B0004,201903,Premium Savings Account,627974,138,6710
500137,B0004,201903,Premium Savings Account,258052,60,4686
500161,B0004,201903,Premium Savings Account,143209,311,2539
500169,B0004,201903,Premium Savings Account,382318,432,6094
500121,B0004,201903,Premium Savings Account,818010,422,5985
500017,B0004,201903,Premium Savings Account,149050,161,451
500025,B0004,201903,Premium Savings Account,505586,307,4183
500033,B0004,201903,Premium Savings Account,608699,281,6580
500049,B0004,201903,Premium Savings Account,431511,427,1090
500057,B0004,201903,Premium Savings Account,384919,272,316
500065,B0004,201903,Premium Savings Account,477665,24,7086
500073,B0004,201903,Premium Savings Account,378728,10,2632
500097,B0004,201903,Premium Savings Account,474183,267,2749
500105,B0004,201903,Premium Savings Account,52793,423,809
500129,B0004,201903,Premium Savings Account,772129,159,9572
500185,B0004,201903,Premium Savings Account,761163,257,228
500201,B0004,201903,Premium Savings Account,338554,285,1195
500209,B0004,201903,Premium Savings Account,340321,372,1045
500018,B0005,201903,Premium Savings Account,502756,406,3519
500042,B0005,201903,Premium Savings Account,490570,373,3585
500082,B0005,201903,Premium Savings Account,682047,349,2656
500138,B0005,201903,Premium Savings Account,543092,328,5764
500146,B0005,201903,Premium Savings Account,591609,37,4321
500162,B0005,201903,Premium Savings Account,430736,335,4961
500194,B0005,201903,Premium Savings Account,640214,281,1773
500170,B0005,201903,Premium Savings Account,566842,342,4161
500090,B0005,201903,Premium Savings Account,29043,273,115
500106,B0005,201903,Premium Savings Account,685117,373,8207
500026,B0005,201903,Premium Savings Account,619209,100,7296
500034,B0005,201903,Premium Savings Account,94200,309,1041
500058,B0005,201903,Premium Savings Account,742982,69,11008
500122,B0005,201903,Premium Savings Account,264558,253,4570
500130,B0005,201903,Premium Savings Account,607477,354,8707
500178,B0005,201903,Premium Savings Account,446077,152,2584
500186,B0005,201903,Premium Savings Account,382361,109,3011
500202,B0005,201903,Premium Savings Account,276879,143,2268
500210,B0005,201903,Premium Savings Account,240309,30,3438
500050,B0005,201903,Premium Savings Account,67292,178,477
500066,B0005,201903,Premium Savings Account,427155,141,3520
500074,B0005,201903,Premium Savings Account,571849,62,5291
500098,B0005,201903,Premium Savings Account,101073,161,108
500114,B0005,201903,Premium Savings Account,617912,414,4740
500154,B0005,201903,Premium Savings Account,585461,174,5708
500019,B0006,201903,Premium Savings Account,335598,262,4645
500131,B0006,201903,Premium Savings Account,487489,428,6303
500195,B0006,201903,Premium Savings Account,837166,16,3773
500027,B0006,201903,Premium Savings Account,67918,47,561
500035,B0006,201903,Premium Savings Account,306426,148,5013
500067,B0006,201903,Premium Savings Account,99028,401,283
500091,B0006,201903,Premium Savings Account,291227,64,377
500155,B0006,201903,Premium Savings Account,612520,367,3368
500163,B0006,201903,Premium Savings Account,135488,25,631
500179,B0006,201903,Premium Savings Account,874715,166,14861
500187,B0006,201903,Premium Savings Account,564467,18,3678
500203,B0006,201903,Premium Savings Account,97206,446,1917
500051,B0006,201903,Premium Savings Account,473067,451,2993
500059,B0006,201903,Premium Savings Account,564420,310,10783
500083,B0006,201903,Premium Savings Account,619945,42,8321
500147,B0006,201903,Premium Savings Account,686375,425,2278
500043,B0006,201903,Premium Savings Account,722353,212,4521
500075,B0006,201903,Premium Savings Account,829503,86,11168
500099,B0006,201903,Premium Savings Account,433546,351,8120
500107,B0006,201903,Premium Savings Account,418286,207,2534
500115,B0006,201903,Premium Savings Account,293774,98,2897
500123,B0006,201903,Premium Savings Account,113958,346,177
500139,B0006,201903,Premium Savings Account,208631,465,1768
500171,B0006,201903,Premium Savings Account,42668,203,426
500211,B0006,201903,Premium Savings Account,826700,317,10054
500085,B0008,201903,Premium Savings Account,491307,26,203
500133,B0008,201903,Premium Savings Account,135965,210,2001
500141,B0008,201903,Premium Savings Account,289342,265,573
500149,B0008,201903,Premium Savings Account,138935,29,894
500165,B0008,201903,Premium Savings Account,101046,33,935
500117,B0008,201903,Premium Savings Account,232531,149,2821
500173,B0008,201903,Premium Savings Account,651307,433,6740
500205,B0008,201903,Premium Savings Account,638247,456,2082
500021,B0008,201903,Premium Savings Account,312937,26,328
500037,B0008,201903,Premium Savings Account,747801,317,1775
500045,B0008,201903,Premium Savings Account,271407,427,3548
500069,B0008,201903,Premium Savings Account,875612,51,15822
500077,B0008,201903,Premium Savings Account,820101,127,16244
500181,B0008,201903,Premium Savings Account,130945,130,2252
500197,B0008,201903,Premium Savings Account,123565,367,228
500029,B0008,201903,Premium Savings Account,826151,422,15068
500053,B0008,201903,Premium Savings Account,374418,414,5596
500061,B0008,201903,Premium Savings Account,619529,121,6984
500093,B0008,201903,Premium Savings Account,572830,211,6199
500101,B0008,201903,Premium Savings Account,464568,349,3280
500109,B0008,201903,Premium Savings Account,293425,58,3424
500125,B0008,201903,Premium Savings Account,734753,231,4422
500157,B0008,201903,Premium Savings Account,610405,223,7038
500189,B0008,201903,Premium Savings Account,669041,444,10839
500020,B0007,201903,Premium Savings Account,186227,362,2600
500100,B0007,201903,Premium Savings Account,191467,75,2534
500028,B0007,201903,Premium Savings Account,724577,112,7656
500036,B0007,201903,Premium Savings Account,250980,247,4470
500044,B0007,201903,Premium Savings Account,545548,21,5032
500060,B0007,201903,Premium Savings Account,540017,328,6645
500108,B0007,201903,Premium Savings Account,639792,108,7876
500148,B0007,201903,Premium Savings Account,270971,445,1023
500156,B0007,201903,Premium Savings Account,496095,347,4563
500180,B0007,201903,Premium Savings Account,616241,345,951
500140,B0007,201903,Premium Savings Account,181151,342,40
500052,B0007,201903,Premium Savings Account,579887,392,7392
500124,B0007,201903,Premium Savings Account,37883,195,56
500164,B0007,201903,Premium Savings Account,160792,425,1623
500172,B0007,201903,Premium Savings Account,192350,360,2706
500188,B0007,201903,Premium Savings Account,370198,386,1443
500196,B0007,201903,Premium Savings Account,224066,456,2055
500068,B0007,201903,Premium Savings Account,295786,315,2664
500076,B0007,201903,Premium Savings Account,355802,270,3988
500084,B0007,201903,Premium Savings Account,780215,318,14450
500092,B0007,201903,Premium Savings Account,48240,248,880
500116,B0007,201903,Premium Savings Account,447619,418,549
500204,B0007,201903,Premium Savings Account,657154,24,8265
500212,B0007,201903,Premium Savings Account,600171,239,7838
500132,B0007,201903,Premium Savings Account,673692,365,452
500022,B0001,201904,Premium Savings Account,628042,309,5868
500062,B0001,201904,Premium Savings Account,732246,275,7155
500070,B0001,201904,Premium Savings Account,512367,137,3779
500190,B0001,201904,Premium Savings Account,793697,119,45
500206,B0001,201904,Premium Savings Account,446026,432,6821
500030,B0001,201904,Premium Savings Account,742558,58,2316
500038,B0001,201904,Premium Savings Account,537930,117,8935
500054,B0001,201904,Premium Savings Account,824862,410,6274
500086,B0001,201904,Premium Savings Account,605763,195,2873
500094,B0001,201904,Premium Savings Account,455126,498,1357
500110,B0001,201904,Premium Savings Account,125562,478,1694
500158,B0001,201904,Premium Savings Account,143992,245,1163
500174,B0001,201904,Premium Savings Account,397728,150,3279
500198,B0001,201904,Premium Savings Account,372078,479,5752
500014,B0001,201904,Premium Savings Account,29955,148,515
500046,B0001,201904,Premium Savings Account,646563,87,9524
500078,B0001,201904,Premium Savings Account,396694,32,4009
500102,B0001,201904,Premium Savings Account,48950,98,400
500134,B0001,201904,Premium Savings Account,860459,186,12678
500150,B0001,201904,Premium Savings Account,641292,195,9548
500166,B0001,201904,Premium Savings Account,861774,16,4356
500182,B0001,201904,Premium Savings Account,402540,292,896
500118,B0001,201904,Premium Savings Account,333214,116,1469
500126,B0001,201904,Premium Savings Account,851421,382,3027
500142,B0001,201904,Premium Savings Account,199979,98,2344
500015,B0002,201904,Premium Savings Account,564901,72,9132
500039,B0002,201904,Premium Savings Account,531433,136,4956
500079,B0002,201904,Premium Savings Account,442039,261,7656
500127,B0002,201904,Premium Savings Account,891768,277,11183
500151,B0002,201904,Premium Savings Account,359985,369,248
500023,B0002,201904,Premium Savings Account,301577,199,4006
500031,B0002,201904,Premium Savings Account,350437,174,1733
500047,B0002,201904,Premium Savings Account,836008,319,7080
500095,B0002,201904,Premium Savings Account,809139,75,2492
500111,B0002,201904,Premium Savings Account,705041,289,14037
500143,B0002,201904,Premium Savings Account,736624,198,13654
500159,B0002,201904,Premium Savings Account,858964,319,1380
500175,B0002,201904,Premium Savings Account,662845,291,1010
500199,B0002,201904,Premium Savings Account,120847,163,617
500071,B0002,201904,Premium Savings Account,569691,26,2361
500191,B0002,201904,Premium Savings Account,139324,37,1940
500055,B0002,201904,Premium Savings Account,479702,57,4827
500063,B0002,201904,Premium Savings Account,656136,452,750
500087,B0002,201904,Premium Savings Account,31078,276,164
500103,B0002,201904,Premium Savings Account,48247,312,145
500119,B0002,201904,Premium Savings Account,127857,181,424
500135,B0002,201904,Premium Savings Account,534113,433,3503
500167,B0002,201904,Premium Savings Account,543306,32,191
500183,B0002,201904,Premium Savings Account,823737,415,11440
500207,B0002,201904,Premium Savings Account,115108,42,2080
500016,B0003,201904,Premium Savings Account,217721.5,149,2953
500048,B0003,201904,Premium Savings Account,242038,190.5,3466.5
500072,B0003,201904,Premium Savings Account,307925.5,197,4842.5
500088,B0003,201904,Premium Savings Account,155254,222,1480
500096,B0003,201904,Premium Savings Account,212518.5,89.5,569
500104,B0003,201904,Premium Savings Account,41047,43,270
500136,B0003,201904,Premium Savings Account,302618,148.5,1624
500144,B0003,201904,Premium Savings Account,270177.5,216,3435.5
500160,B0003,201904,Premium Savings Account,406732,126,3740.5
500184,B0003,201904,Premium Savings Account,214259.5,56.5,2995
500024,B0003,201904,Premium Savings Account,152273.5,44,1460.5
500032,B0003,201904,Premium Savings Account,273021.5,67,543
500080,B0003,201904,Premium Savings Account,117687.5,124.5,1528.5
500168,B0003,201904,Premium Savings Account,184037.5,72,1659
500208,B0003,201904,Premium Savings Account,399753,155,5429
500200,B0003,201904,Premium Savings Account,210487.5,216,299
500040,B0003,201904,Premium Savings Account,411943.5,240.5,6886.5
500056,B0003,201904,Premium Savings Account,139647,186,2113
500064,B0003,201904,Premium Savings Account,239759.5,14.5,1281.5
500112,B0003,201904,Premium Savings Account,199513.5,184,73.5
500120,B0003,201904,Premium Savings Account,391145.5,113.5,4664
500128,B0003,201904,Premium Savings Account,388880.5,72.5,471.5
500152,B0003,201904,Premium Savings Account,42447,126.5,195.5
500176,B0003,201904,Premium Savings Account,372402,150.5,6324.5
500192,B0003,201904,Premium Savings Account,162360.5,58,2136.5
500041,B0004,201904,Premium Savings Account,653722,284,10473
500057,B0004,201904,Premium Savings Account,780494,437,11381
500065,B0004,201904,Premium Savings Account,51617,46,373
500073,B0004,201904,Premium Savings Account,436192,163,5609
500049,B0004,201904,Premium Savings Account,555700,49,1720
500081,B0004,201904,Premium Savings Account,334040,388,2403
500113,B0004,201904,Premium Savings Account,126449,236,1592
500161,B0004,201904,Premium Savings Account,48367,164,111
500177,B0004,201904,Premium Savings Account,505458,452,1464
500025,B0004,201904,Premium Savings Account,786991,323,4456
500089,B0004,201904,Premium Savings Account,287277,487,2477
500097,B0004,201904,Premium Savings Account,401279,351,3923
500105,B0004,201904,Premium Savings Account,303749,71,5731
500129,B0004,201904,Premium Savings Account,825545,284,1424
500137,B0004,201904,Premium Savings Account,617148,474,1644
500185,B0004,201904,Premium Savings Account,727767,388,14196
500193,B0004,201904,Premium Savings Account,648519,221,783
500209,B0004,201904,Premium Savings Account,183253,198,560
500017,B0004,201904,Premium Savings Account,878178,393,13035
500033,B0004,201904,Premium Savings Account,801890,493,12639
500121,B0004,201904,Premium Savings Account,724327,437,3946
500145,B0004,201904,Premium Savings Account,291608,367,1024
500153,B0004,201904,Premium Savings Account,261533,366,1632
500169,B0004,201904,Premium Savings Account,33064,461,185
500201,B0004,201904,Premium Savings Account,283190,424,3520
500042,B0005,201904,Premium Savings Account,402579,277,2397
500050,B0005,201904,Premium Savings Account,552226,65,797
500114,B0005,201904,Premium Savings Account,473415,67,1417
500194,B0005,201904,Premium Savings Account,229251,22,2356
500210,B0005,201904,Premium Savings Account,291865,214,742
500018,B0005,201904,Premium Savings Account,85616,36,1399
500058,B0005,201904,Premium Savings Account,403691,286,3353
500066,B0005,201904,Premium Savings Account,499131,250,267
500074,B0005,201904,Premium Savings Account,464067,434,744
500090,B0005,201904,Premium Savings Account,788633,342,13727
500130,B0005,201904,Premium Savings Account,259397,404,4053
500154,B0005,201904,Premium Savings Account,887453,225,225
500162,B0005,201904,Premium Savings Account,823622,288,2824
500202,B0005,201904,Premium Savings Account,491728,14,6130
500026,B0005,201904,Premium Savings Account,817661,242,11231
500034,B0005,201904,Premium Savings Account,601883,97,3887
500082,B0005,201904,Premium Savings Account,715556,177,7479
500106,B0005,201904,Premium Savings Account,105106,306,345
500146,B0005,201904,Premium Savings Account,635804,130,5579
500170,B0005,201904,Premium Savings Account,482433,229,8440
500178,B0005,201904,Premium Savings Account,158254,272,2387
500098,B0005,201904,Premium Savings Account,759978,79,13651
500122,B0005,201904,Premium Savings Account,334293,250,6561
500138,B0005,201904,Premium Savings Account,356157,269,2335
500186,B0005,201904,Premium Savings Account,674512,263,3079
500019,B0006,201904,Premium Savings Account,253559,276,216
500075,B0006,201904,Premium Savings Account,568560,204,6342
500091,B0006,201904,Premium Savings Account,835932,155,11105
500107,B0006,201904,Premium Savings Account,176377,281,2347
500115,B0006,201904,Premium Savings Account,565716,466,9554
500123,B0006,201904,Premium Savings Account,590486,395,2066
500147,B0006,201904,Premium Savings Account,158045,78,2187
500171,B0006,201904,Premium Savings Account,246039,184,4215
500195,B0006,201904,Premium Savings Account,101804,185,133
500027,B0006,201904,Premium Savings Account,537779,52,7096
500035,B0006,201904,Premium Savings Account,380280,343,3116
500155,B0006,201904,Premium Savings Account,517106,111,3495
500163,B0006,201904,Premium Savings Account,112346,470,1802
500179,B0006,201904,Premium Savings Account,596840,347,7731
500211,B0006,201904,Premium Savings Account,545701,356,4844
500043,B0006,201904,Premium Savings Account,311712,277,2516
500059,B0006,201904,Premium Savings Account,462561,243,7267
500067,B0006,201904,Premium Savings Account,402378,37,4672
500083,B0006,201904,Premium Savings Account,331651,379,1856
500099,B0006,201904,Premium Savings Account,343883,320,5168
500131,B0006,201904,Premium Savings Account,540863,495,4159
500203,B0006,201904,Premium Savings Account,588099,415,4004
500051,B0006,201904,Premium Savings Account,562947,15,2006
500139,B0006,201904,Premium Savings Account,421707,349,6657
500187,B0006,201904,Premium Savings Account,821220,226,12046
500037,B0008,201904,Premium Savings Account,537945,259,9218
500045,B0008,201904,Premium Savings Account,15866,487,278
500061,B0008,201904,Premium Savings Account,482656,99,1986
500109,B0008,201904,Premium Savings Account,849698,221,4312
500133,B0008,201904,Premium Savings Account,152067,153,2097
500149,B0008,201904,Premium Savings Account,281703,487,4224
500181,B0008,201904,Premium Savings Account,734027,136,10353
500021,B0008,201904,Premium Savings Account,209374,116,1056
500053,B0008,201904,Premium Savings Account,695022,118,11784
500117,B0008,201904,Premium Savings Account,677067,167,2507
500125,B0008,201904,Premium Savings Account,543165,286,1139
500189,B0008,201904,Premium Savings Account,270210,25,429
500197,B0008,201904,Premium Savings Account,234221,129,1618
500205,B0008,201904,Premium Savings Account,368805,364,4532
500077,B0008,201904,Premium Savings Account,185281,360,2521
500101,B0008,201904,Premium Savings Account,791299,22,9751
500141,B0008,201904,Premium Savings Account,814125,128,5553
500165,B0008,201904,Premium Savings Account,264349,148,5282
500173,B0008,201904,Premium Savings Account,316026,400,4410
500029,B0008,201904,Premium Savings Account,412390,439,1415
500069,B0008,201904,Premium Savings Account,882253,13,2524
500085,B0008,201904,Premium Savings Account,492904,19,8910
500093,B0008,201904,Premium Savings Account,259621,117,1552
500157,B0008,201904,Premium Savings Account,20599,340,73
500020,B0007,201904,Premium Savings Account,729833,246,3296
500068,B0007,201904,Premium Savings Account,293514,117,745
500108,B0007,201904,Premium Savings Account,350221,132,2637
500116,B0007,201904,Premium Savings Account,173846,361,3462
500132,B0007,201904,Premium Savings Account,724225,120,6758
500164,B0007,201904,Premium Savings Account,852759,60,7747
500204,B0007,201904,Premium Savings Account,48519,108,368
500212,B0007,201904,Premium Savings Account,662882,246,3300
500036,B0007,201904,Premium Savings Account,125619,457,575
500092,B0007,201904,Premium Savings Account,612442,157,560
500100,B0007,201904,Premium Savings Account,894096,294,17231
500124,B0007,201904,Premium Savings Account,426429,271,3603
500180,B0007,201904,Premium Savings Account,10409,136,186
500188,B0007,201904,Premium Savings Account,775162,118,12819
500028,B0007,201904,Premium Savings Account,566882,152,192
500044,B0007,201904,Premium Savings Account,191286,345,959
500052,B0007,201904,Premium Savings Account,577120,15,4036
500060,B0007,201904,Premium Savings Account,550391,297,10936
500076,B0007,201904,Premium Savings Account,878066,221,16050
500084,B0007,201904,Premium Savings Account,250119,366,3702
500148,B0007,201904,Premium Savings Account,608969,261,1771
500172,B0007,201904,Premium Savings Account,138359,391,2723
500140,B0007,201904,Premium Savings Account,109243,447,1364
500156,B0007,201904,Premium Savings Account,540955,496,2317
500196,B0007,201904,Premium Savings Account,721675,492,11051
500062,B0001,202001,Premium Savings Account,16655,18,172
500086,B0001,202001,Premium Savings Account,643683,426,6181
500110,B0001,202001,Premium Savings Account,893613,142,7405
500118,B0001,202001,Premium Savings Account,228999,358,4351
500126,B0001,202001,Premium Savings Account,542024,141,3951
500134,B0001,202001,Premium Savings Account,206610,198,3546
500142,B0001,202001,Premium Savings Account,742351,192,6450
500182,B0001,202001,Premium Savings Account,190335,69,473
500190,B0001,202001,Premium Savings Account,598088,167,5192
500158,B0001,202001,Premium Savings Account,381802,411,6859
500014,B0001,202001,Premium Savings Account,796459,46,1684
500150,B0001,202001,Premium Savings Account,359912,242,1963
500174,B0001,202001,Premium Savings Account,684810,406,13695
500030,B0001,202001,Premium Savings Account,33133,58,547
500038,B0001,202001,Premium Savings Account,582249,427,7103
500054,B0001,202001,Premium Savings Account,545146,192,6918
500070,B0001,202001,Premium Savings Account,590241,63,8714
500078,B0001,202001,Premium Savings Account,750036,420,13675
500094,B0001,202001,Premium Savings Account,186935,42,3700
500166,B0001,202001,Premium Savings Account,582802,464,5858
500022,B0001,202001,Premium Savings Account,823098,475,12387
500046,B0001,202001,Premium Savings Account,515046,167,5286
500102,B0001,202001,Premium Savings Account,76749,194,1322
500198,B0001,202001,Premium Savings Account,334311,42,4688
500206,B0001,202001,Premium Savings Account,289241,262,5712
500047,B0002,202001,Premium Savings Account,225921,226,1835
500103,B0002,202001,Premium Savings Account,542164,280,4715
500135,B0002,202001,Premium Savings Account,65989,247,822
500143,B0002,202001,Premium Savings Account,886412,105,16695
500183,B0002,202001,Premium Savings Account,31277,334,337
500199,B0002,202001,Premium Savings Account,555279,194,2579
500207,B0002,202001,Premium Savings Account,899883,278,3238
500023,B0002,202001,Premium Savings Account,811613,200,10372
500031,B0002,202001,Premium Savings Account,48064,420,659
500055,B0002,202001,Premium Savings Account,592447,47,4765
500079,B0002,202001,Premium Savings Account,832831,276,10219
500087,B0002,202001,Premium Savings Account,752561,386,9176
500119,B0002,202001,Premium Savings Account,509431,333,717
500063,B0002,202001,Premium Savings Account,321937,33,6092
500095,B0002,202001,Premium Savings Account,217223,237,2737
500159,B0002,202001,Premium Savings Account,234987,384,3813
500167,B0002,202001,Premium Savings Account,476134,48,6142
500175,B0002,202001,Premium Savings Account,116150,496,1095
500015,B0002,202001,Premium Savings Account,773177,277,1400
500039,B0002,202001,Premium Savings Account,98921,180,490
500071,B0002,202001,Premium Savings Account,233328,346,4433
500111,B0002,202001,Premium Savings Account,261588,348,3800
500127,B0002,202001,Premium Savings Account,518016,82,9075
500151,B0002,202001,Premium Savings Account,458703,152,2622
500191,B0002,202001,Premium Savings Account,484254,153,5380
500032,B0003,202001,Premium Savings Account,118849,21.5,1429
500040,B0003,202001,Premium Savings Account,97556.5,54.25,422
500048,B0003,202001,Premium Savings Account,150664,126,652.5
500072,B0003,202001,Premium Savings Account,235309,138.5,1226
500088,B0003,202001,Premium Savings Account,368521.5,177.5,3013
500112,B0003,202001,Premium Savings Account,108444,114,764.5
500120,B0003,202001,Premium Savings Account,247636.5,148.5,2489
500128,B0003,202001,Premium Savings Account,272975.5,189.5,3415
500160,B0003,202001,Premium Savings Account,64338.5,72,566
500176,B0003,202001,Premium Savings Account,86303.5,172,1197.5
500192,B0003,202001,Premium Savings Account,216687,167,3560.5
500144,B0003,202001,Premium Savings Account,237358,20.5,3111
500152,B0003,202001,Premium Savings Account,267098,50.5,4213.5
500200,B0003,202001,Premium Savings Account,295556.5,219.5,3948.5
500016,B0003,202001,Premium Savings Account,228565,170,1672.5
500080,B0003,202001,Premium Savings Account,303739.5,164.5,3483
500104,B0003,202001,Premium Savings Account,54905.5,5.5,359
500136,B0003,202001,Premium Savings Account,419364.5,160.5,5002
500184,B0003,202001,Premium Savings Account,389213,157.5,5669
500208,B0003,202001,Premium Savings Account,138451.5,196.5,1348
500024,B0003,202001,Premium Savings Account,133573.5,174.5,1365
500056,B0003,202001,Premium Savings Account,208685.5,236,837.5
500064,B0003,202001,Premium Savings Account,135280.5,108.5,356.5
500096,B0003,202001,Premium Savings Account,213113.5,146,2042
500168,B0003,202001,Premium Savings Account,338043,244.5,6726.5
500025,B0004,202001,Premium Savings Account,236680,209,4105
500033,B0004,202001,Premium Savings Account,245296,220,4349
500049,B0004,202001,Premium Savings Account,230704,357,1913
500105,B0004,202001,Premium Savings Account,279118,308,2134
500121,B0004,202001,Premium Savings Account,264092,189,1659
500145,B0004,202001,Premium Savings Account,830176,163,2878
500153,B0004,202001,Premium Savings Account,472075,209,8526
500161,B0004,202001,Premium Savings Account,11331,127,214
500193,B0004,202001,Premium Savings Account,250604,177,225
500201,B0004,202001,Premium Savings Account,528435,143,5005
500185,B0004,202001,Premium Savings Account,490298,406,4103
500065,B0004,202001,Premium Savings Account,883390,433,6089
500081,B0004,202001,Premium Savings Account,722374,406,6268
500097,B0004,202001,Premium Savings Account,682431,210,6781
500137,B0004,202001,Premium Savings Account,158793,462,1491
500177,B0004,202001,Premium Savings Account,291714,55,2264
500017,B0004,202001,Premium Savings Account,720333,421,3755
500113,B0004,202001,Premium Savings Account,488940,60,1909
500129,B0004,202001,Premium Savings Account,882684,314,9209
500169,B0004,202001,Premium Savings Account,231852,344,4314
500041,B0004,202001,Premium Savings Account,785409,391,3367
500057,B0004,202001,Premium Savings Account,471133,275,7554
500073,B0004,202001,Premium Savings Account,446357,28,5991
500089,B0004,202001,Premium Savings Account,279038,181,3738
500209,B0004,202001,Premium Savings Account,30948,163,403
500018,B0005,202001,Premium Savings Account,749580,50,9325
500042,B0005,202001,Premium Savings Account,385848,61,3816
500058,B0005,202001,Premium Savings Account,401492,344,4819
500074,B0005,202001,Premium Savings Account,404791,269,1889
500098,B0005,202001,Premium Savings Account,756354,91,993
500106,B0005,202001,Premium Savings Account,499780,432,2715
500154,B0005,202001,Premium Savings Account,843013,309,6220
500210,B0005,202001,Premium Savings Account,108014,301,887
500130,B0005,202001,Premium Savings Account,756020,159,13012
500186,B0005,202001,Premium Savings Account,49765,80,326
500026,B0005,202001,Premium Savings Account,498422,475,6014
500066,B0005,202001,Premium Savings Account,689272,225,9959
500082,B0005,202001,Premium Savings Account,563016,27,10951
500194,B0005,202001,Premium Savings Account,52392,211,905
500034,B0005,202001,Premium Savings Account,529796,409,6159
500114,B0005,202001,Premium Savings Account,440504,127,8000
500178,B0005,202001,Premium Savings Account,296631,140,2000
500050,B0005,202001,Premium Savings Account,879829,321,11202
500090,B0005,202001,Premium Savings Account,756225,477,2484
500122,B0005,202001,Premium Savings Account,817217,372,11421
500138,B0005,202001,Premium Savings Account,427192,94,1552
500146,B0005,202001,Premium Savings Account,490006,233,2833
500162,B0005,202001,Premium Savings Account,770431,400,13034
500170,B0005,202001,Premium Savings Account,631006,173,2343
500202,B0005,202001,Premium Savings Account,894943,358,1447
500107,B0006,202001,Premium Savings Account,195228,25,3067
500123,B0006,202001,Premium Savings Account,74962,200,296
500147,B0006,202001,Premium Savings Account,145621,460,1392
500155,B0006,202001,Premium Savings Account,209924,251,3344
500179,B0006,202001,Premium Savings Account,554569,120,8100
500187,B0006,202001,Premium Savings Account,319799,476,939
500203,B0006,202001,Premium Savings Account,552460,474,9480
500035,B0006,202001,Premium Savings Account,545884,404,7656
500043,B0006,202001,Premium Savings Account,678257,453,13031
500139,B0006,202001,Premium Savings Account,236474,281,3949
500163,B0006,202001,Premium Savings Account,223250,153,593
500019,B0006,202001,Premium Savings Account,346508,227,2225
500027,B0006,202001,Premium Savings Account,621487,183,12347
500051,B0006,202001,Premium Savings Account,391664,196,6237
500059,B0006,202001,Premium Savings Account,402792,334,7473
500067,B0006,202001,Premium Savings Account,533194,487,4818
500131,B0006,202001,Premium Savings Account,541575,16,1686
500211,B0006,202001,Premium Savings Account,461655,349,2866
500115,B0006,202001,Premium Savings Account,384621,435,6022
500075,B0006,202001,Premium Savings Account,99421,69,946
500091,B0006,202001,Premium Savings Account,174849,160,1252
500099,B0006,202001,Premium Savings Account,42822,71,527
500171,B0006,202001,Premium Savings Account,467020,203,7220
500083,B0006,202001,Premium Savings Account,408450,341,2150
500195,B0006,202001,Premium Savings Account,808582,425,6309
500029,B0008,202001,Premium Savings Account,800197,488,890
500117,B0008,202001,Premium Savings Account,207491,413,3721
500165,B0008,202001,Premium Savings Account,94033,271,322
500181,B0008,202001,Premium Savings Account,177902,178,3193
500197,B0008,202001,Premium Savings Account,196108,130,721
500205,B0008,202001,Premium Savings Account,862312,498,914
500021,B0008,202001,Premium Savings Account,398416,449,1664
500077,B0008,202001,Premium Savings Account,171962,389,3007
500109,B0008,202001,Premium Savings Account,301359,436,4263
500141,B0008,202001,Premium Savings Account,139963,391,1720
500173,B0008,202001,Premium Savings Account,624666,148,2366
500189,B0008,202001,Premium Savings Account,195744,331,132
500045,B0008,202001,Premium Savings Account,467433,203,3479
500069,B0008,202001,Premium Savings Account,312172,392,5213
500093,B0008,202001,Premium Savings Account,869298,332,16714
500101,B0008,202001,Premium Savings Account,579656,189,1470
500037,B0008,202001,Premium Savings Account,332627,73,4261
500053,B0008,202001,Premium Savings Account,134573,278,1889
500061,B0008,202001,Premium Savings Account,484473,404,2694
500085,B0008,202001,Premium Savings Account,191937,487,3697
500125,B0008,202001,Premium Savings Account,383801,367,1769
500133,B0008,202001,Premium Savings Account,227619,334,4212
500149,B0008,202001,Premium Savings Account,594831,416,10290
500157,B0008,202001,Premium Savings Account,664327,374,2891
